superkingdom	phylum	class	order	family	genus	species
Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio hungatei
Bacteria	Cyanobacteria		Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sobria
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	Thalassospira sp. MIT1004
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola	Salinicola sp. MIT1003
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. LC231
Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba sp. SSL1
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. UCD-GKA
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_001
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_003
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_005
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_009
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_007
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_012
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. MCBA15_019
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MMLR14_002
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MMLR14_006
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MMLR14_010
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Plantibacter	Plantibacter sp. MMLR14_011
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_004
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_008
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_013
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCBA15_016
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MMLR14_014
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CC53
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CC77
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sprentiae
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. 1_2014MBL_MicDiv
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 1_2014MBL_MicDiv
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides sp. ZB35
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalilacustris
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalidiazotrophicus
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. LCT-H3
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. LCT-H2
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. LCT-H4
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. MUSC 14
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia sp. HvH-WGS333
Bacteria	Cyanobacteria		Gloeomargaritales	Gloeomargaritaceae	Gloeomargarita	Gloeomargarita lithophora
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. QLW-P1DATA-2
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. MWH-Tro8-2-5-gr
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azotoformans
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas costantinii
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas extremorientalis
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera psychrotolerans
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina sp. MD25a
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaca	Rhodobaca barguzinensis
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Arsenicibacter	Arsenicibacter rosenii
Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. KRL4
Bacteria	Elusimicrobia					Elusimicrobia bacterium CG1_02_37_114
Bacteria	Proteobacteria	Zetaproteobacteria				Zetaproteobacteria bacterium CG1_02_55_237
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		Flavobacteriaceae bacterium CG1_02_35_72
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae		Helicobacteraceae bacterium CG1_02_36_14
Bacteria	Proteobacteria	Zetaproteobacteria				Zetaproteobacteria bacterium CG1_02_49_23
Archaea	Candidatus Micrarchaeota					Candidatus Micrarchaeota archaeon CG1_02_47_40
Archaea	Candidatus Micrarchaeota					Candidatus Micrarchaeota archaeon CG1_02_51_15
Bacteria	Proteobacteria	Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae		Hydrogenophilaceae bacterium CG1_02_62_390
Archaea	Candidatus Micrarchaeota					Candidatus Micrarchaeota archaeon CG1_02_49_24
Archaea	Candidatus Micrarchaeota					Candidatus Micrarchaeota archaeon CG1_02_55_22
Archaea	Candidatus Micrarchaeota					Candidatus Micrarchaeota archaeon CG1_02_55_41
Archaea	Candidatus Micrarchaeota					Candidatus Micrarchaeota archaeon CG1_02_60_51
Bacteria	Armatimonadetes					Armatimonadetes bacterium CG2_30_66_41
Bacteria	Proteobacteria	Alphaproteobacteria				Alphaproteobacteria bacterium CG1_02_46_17
Archaea						Candidatus Pacearchaeota archaeon CG1_02_30_18
Bacteria	Proteobacteria	Betaproteobacteria				Betaproteobacteria bacterium CG2_30_68_42
Bacteria	Chloroflexi	Anaerolineae				Anaerolineae bacterium CG2_30_57_67
Bacteria	Bacteroidetes					Bacteroidetes bacterium CG2_30_33_31
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium sp. CG1_02_60_36
Bacteria	Proteobacteria					Proteobacteria bacterium CG1_02_64_396
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae		Comamonadaceae bacterium CG2_30_59_20
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		Flavobacteriaceae bacterium CG2_30_31_66
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		Flavobacteriaceae bacterium CG2_30_34_30
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales			Desulfobacterales bacterium CG2_30_60_27
Bacteria	Ignavibacteriae	Ignavibacteria				Ignavibacteria bacterium CG2_30_36_16
Bacteria	Nitrospirae					Nitrospirae bacterium CG2_30_53_67
Bacteria	Nitrospirae					Nitrospirae bacterium CG2_30_70_394
Bacteria	Cyanobacteria		Oscillatoriales			Oscillatoriales cyanobacterium CG2_30_40_61
Bacteria	Cyanobacteria		Oscillatoriales			Oscillatoriales cyanobacterium CG2_30_44_21
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	Thiomicrospira sp. CG2_30_44_34
Bacteria	Proteobacteria	Zetaproteobacteria				Zetaproteobacteria bacterium CG2_30_46_52
Bacteria	Proteobacteria	Zetaproteobacteria				Zetaproteobacteria bacterium CG2_30_59_37
Archaea	Candidatus Altiarchaeota		Candidatus Altiarchaeales		Candidatus Altiarchaeum	Candidatus Altiarchaeum sp. CG2_30_32_3053
Bacteria	Proteobacteria	Deltaproteobacteria				Deltaproteobacteria bacterium CG2_30_66_27
Archaea	Candidatus Aenigmarchaeota					Candidatus Aenigmarchaeota archaeon CG1_02_38_14
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium CG2_30_51_40
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. MedPE-SW
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter	Roseobacter sp. MedPE-SWde
Bacteria	Proteobacteria	Alphaproteobacteria				Alphaproteobacteria bacterium MedPE-SWcel
Bacteria	Bacteroidetes					Bacteroidetes bacterium MedPE-SWsnd-G1
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. MedPE-SWcel
Bacteria	Bacteroidetes					Bacteroidetes bacterium MedPE-SWsnd-G2
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio hydrargyri
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter asymbioticus
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia nimipressuralis
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. NML130628
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. NML140438
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. NML120713
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FMQ74
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella cytisi
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea aquimaris
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus halodenitrificans
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. AR2-3
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. AR7-10
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		Flavobacteriaceae bacterium UJ101
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus brockianus
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia fonticola
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. Ae16
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. QHL1
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia catarinensis
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paranthracis
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pacificus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus tropicus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mobilis
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus proteolyticus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus luti
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. 4048
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus nitratireducens
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. L27
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus albus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. NH11B
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. P14-1
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. N35-10-4
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paramycoides
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Couchioplanes	Couchioplanes caeruleus
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. V450
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus bovimastitidis
Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. SynAce01
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema sp. CETP13
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. 58
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pararhizobium	Pararhizobium antarcticum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium sp. 20
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus canintestini
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus aquimarinus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus canis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus devriesei
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus ratti
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. Mex14
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. RW2A1
Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma sp. NBRC 100390
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. WY10
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas aestuarii
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp. HK171
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter alexandrii
Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma citri
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. SACH
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus obstructivus
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Neomicrococcus	Neomicrococcus aestuarii
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium paludicola
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter	Cystobacter ferrugineus
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenica
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp. SM22M-07
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea acetylenivorans
Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus portucalensis
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter porticola
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridifaciens
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella salexigens
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus lutea
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum todarodis
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter indicus
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 1.5R
Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquibium	Aquibium oceanicum
Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brasiliensis
Archaea	Candidatus Micrarchaeota	Candidatus Micrarchaeia	Candidatus Micrarchaeales	Candidatus Micrarchaeaceae	Candidatus Micrarchaeum	Candidatus Micrarchaeum sp. ARMAN-1
Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. M8
Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii
Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus wentii
Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus
Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	Planktotalea frisia
Bacteria	Proteobacteria	Alphaproteobacteria				Alphaproteobacteria bacterium AO1-B
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae		marine bacterium AO1-C
Bacteria	Cyanobacteria		Oscillatoriales	Coleofasciculaceae	Roseofilum	Roseofilum reptotaenium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc suionicum
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. NAIST15-1
Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus micogutta
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus sp. 15R
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus sp. 6R
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. H15-1
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium	Archangium sp. Cb G35
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. FSL W5-0203
Archaea	Candidatus Micrarchaeota	Candidatus Micrarchaeia	Candidatus Micrarchaeales	Candidatus Micrarchaeaceae	Candidatus Micrarchaeum	Candidatus Micrarchaeum sp. AZ1
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora sp. CIF 1
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales			Rhizobiales bacterium 65-79
Bacteria	Bacteroidetes					Bacteroidetes bacterium 47-18
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales			Chlamydiales bacterium 38-26
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 71-23
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter sp. 62-23
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. 70-12
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. 67-36
Bacteria	Actinobacteria	Actinomycetia				Actinobacteria bacterium 69-20
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales			Acidobacteriales bacterium 59-55
Bacteria	Proteobacteria	Alphaproteobacteria				Alphaproteobacteria bacterium 33-17
Bacteria	Proteobacteria	Alphaproteobacteria				Alphaproteobacteria bacterium 43-37
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			Bacteroidales bacterium 36-12
Bacteria	Bacteroidetes					Bacteroidetes bacterium 43-16
Bacteria	Bacteroidetes					Bacteroidetes bacterium 37-13
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			Burkholderiales bacterium 64-34
Bacteria	Bacteroidetes	Bacteroidia				Bacteroidia bacterium 44-10
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium 38-18
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella sp. 39-23
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus sp. 65-1059
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus sp. 65-1402
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus sp. 65-69
Bacteria	Proteobacteria	Betaproteobacteria			Candidatus Accumulibacter	Candidatus Accumulibacter sp. 66-26
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Afipia	Afipia sp. 64-13
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus sp. 69-12
Bacteria	Bacteroidetes					Bacteroidetes bacterium 46-16
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			Burkholderiales bacterium 68-12
Bacteria	Bacteroidetes					Bacteroidetes bacterium 43-93
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 69-7
Bacteria	Armatimonadetes					Armatimonadetes bacterium 55-13
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea sp. 67-29
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Dyadobacter	Dyadobacter sp. 50-39
Bacteria	Bacteroidetes	Bacteroidia				Bacteroidia bacterium 43-41
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. 73-92
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. 73-145
Bacteria	Chloroflexi					Chloroflexi bacterium 54-19
Bacteria	Proteobacteria	Gammaproteobacteria				Gammaproteobacteria bacterium 39-13
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 40-81
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. 39-10
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 71-36
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 70-16
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 67-17
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. 44-25
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales			Sphingobacteriales bacterium 44-61
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp. 67-28
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales			Rhodospirillales bacterium 69-11
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales			Sphingobacteriales bacterium 39-19
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales			Sphingobacteriales bacterium 46-32
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales			Sphingobacteriales bacterium 48-107
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales			Sphingobacteriales bacterium 50-39
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales			Sphingomonadales bacterium 63-6
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma sp. 48-14
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. 62-46
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			Burkholderiales bacterium 67-32
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			Burkholderiales bacterium 70-64
